Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,Zone,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Neighborhood,Longitude,Location,citydst
900 E 3rd St,Chattanooga,TN,37403,4/8/2024 9:00,TN0330100,A8,Adam S,91Z,Field Interview,,24-031161,3,Pending/Possible Leads,35.048342,,-85.290987,POINT (-85.290987 35.048342),8
3700 Anderson Ave,Chattanooga,TN,37412,4/8/2024 9:35,TN0330100,C2,Charlie S,91Z,Miscellaneous Information,,24-031175,3,Pending/Possible Leads,35.011801,,-85.248746,POINT (-85.248746 35.011801),6
4900 Bal Harbor Dr,Chattanooga,TN,37416,4/8/2024 9:38,TN0330100,C5,Charlie N,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,24-031168,4,Inactive/Suspended,35.099476,,-85.192201,POINT (-85.192201 35.099476),3
2600 Williams St,Chattanooga,TN,37408,4/8/2024 9:50,TN0330100,A10,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-031174,3,Pending/Possible Leads,35.02639,,-85.314705,POINT (-85.314705 35.02639),7
2600 Williams St,Chattanooga,TN,37408,4/8/2024 9:50,TN0330100,A10,Adam S,23H,All Other Larceny,Part 1 Crimes,24-031174,3,Pending/Possible Leads,35.026127,,-85.314894,POINT (-85.314894 35.026127),7
900 E 3rd St,Chattanooga,TN,37403,4/8/2024 10:00,TN0330100,A8,Adam S,91Z,Missing Person,,24-031566,3,Pending/Possible Leads,35.049025,,-85.290404,POINT (-85.290404 35.049025),8
1900 Hickory Valley Rd,Chattanooga,TN,37421,4/8/2024 10:00,TN0330100,C6,Charlie N,91Z,Shots Fired with Nothing Located,,24-031176,3,Pending/Possible Leads,35.033822,,-85.173733,POINT (-85.173733 35.033822),6
1800 Bailey Ave,Chattanooga,TN,37404,4/8/2024 10:00,TN0330100,B5,Baker S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-031374,3,Pending/Possible Leads,35.03306,Highland Park,-85.276758,POINT (-85.276758 35.03306),9
Central Ave & E Main St,Chattanooga,TN,37408,4/8/2024 10:14,TN0330100,B6,Baker S,91Z,Mental Health Call,,24-031178,3,Pending/Possible Leads,35.031838,,-85.296792,POINT (-85.296792 35.031838),7
4500 Hixson Pike,Chattanooga,TN,37343,4/8/2024 10:15,TN0330100,A3,Adam N,23G,Theft Of Motor Vehicle Parts Or Accessories,Part 1 Crimes,24-031179,4,Inactive/Suspended,35.120247,,-85.249679,POINT (-85.249679 35.120247),2
5500 Chance Trl,Chattanooga,TN,37415,4/8/2024 10:25,TN0330100,A1,Adam N,91Z,Miscellaneous Information,,24-031184,3,Pending/Possible Leads,35.150569000000004,,-85.272061,POINT (-85.272061 35.150569),1
4000 Industry Dr,Chattanooga,TN,37416,4/8/2024 10:34,TN0330100,C5,Charlie N,240,Motor Vehicle Theft,Part 1 Crimes,24-031172,4,Inactive/Suspended,35.07356,,-85.202211,POINT (-85.202211 35.07356),5
3900 Camellia Dr,Chattanooga,TN,37421,4/8/2024 10:42,TN0330100,C1,Charlie S,13A,Aggravated Assault,Part 1 Crimes,24-031191,3,Pending/Possible Leads,35.060023,,-85.209482,POINT (-85.209482 35.060023),5
700 Signal Mountain Rd,Chattanooga,TN,37405,4/8/2024 10:45,TN0330100,A5,Adam N,91Z,Field Interview,,24-031194,3,Pending/Possible Leads,35.099362,,-85.328822,POINT (-85.328822 35.099362),1
2400 4th Ave,Chattanooga,TN,37407,4/8/2024 11:00,TN0330100,B7,Baker S,91Z,Miscellaneous Information,,24-031209,3,Pending/Possible Leads,35.015936,,-85.280825,POINT (-85.280825 35.015936),8
5600 Brainerd Rd,Chattanooga,TN,37411,4/8/2024 11:00,TN0330100,C3,Charlie S,91Z,Miscellaneous Information,,24-031210,3,Pending/Possible Leads,35.010873999999994,,-85.21591,POINT (-85.21591 35.010874),6
700 E 11th St,Chattanooga,TN,37403,4/8/2024 11:00,TN0330100,A9,Adam S,120,Robbery,Part 1 Crimes,24-031547,3,Pending/Possible Leads,35.039227000000004,,-85.300664,POINT (-85.300664 35.039227),8
500 E Main St,Chattanooga,TN,37408,4/8/2024 11:00,TN0330100,A10,Adam S,91Z,Field Interview,,24-031195,3,Pending/Possible Leads,35.032627999999995,Jefferson Hgts,-85.300172,POINT (-85.300172 35.032628),7
6800 Robin Dr,Chattanooga,TN,37421,4/8/2024 11:05,TN0330100,C9,Charlie N,91Z,Miscellaneous Information,,24-031200,3,Pending/Possible Leads,35.053987,,-85.159001,POINT (-85.159001 35.053987),6
5500 Hixson Pike,Chattanooga,TN,37343,4/8/2024 11:10,TN0330100,A1,Adam N,91Z,Miscellaneous Information,,24-031193,3,Pending/Possible Leads,35.147850999999996,,-85.220973,POINT (-85.220973 35.147851),3
4300 7th Ave,Chattanooga,TN,37407,4/8/2024 11:19,TN0330100,B9,Baker S,26C,Impersonation,Part 1 Crimes,24-031198,3,Pending/Possible Leads,34.992795,Cedar Hill,-85.288376,POINT (-85.288376 34.992795),7
2300 Wilder St,Chattanooga,TN,37406,4/8/2024 11:21,TN0330100,B2,Baker N,91Z,Suspicious Activity,,24-031199,3,Pending/Possible Leads,35.071402,Glass Farms,-85.247769,POINT (-85.247769 35.071402),9
7700 Lee Hwy,Chattanooga,TN,37421,4/8/2024 11:50,TN0330100,C9,Charlie N,91Z,Serving Warrant,,24-031242,2,Cleared by Arrest,35.061921,,-85.133129,POINT (-85.133129 35.061921),6
600 W Main St,Chattanooga,TN,37402,4/8/2024 11:53,TN0330100,A10,Adam S,91Z,Property Lost,,24-031205,3,Pending/Possible Leads,35.038212,,-85.315106,POINT (-85.315106 35.038212),7
3400 Amnicola Highway,Chattanooga,TN,37410,4/8/2024 11:53,TN0330100,B1,Baker N,90Z,All Other Offenses,Part 2 Crimes,24-031239,3,Pending/Possible Leads,35.016619,,-85.318545,POINT (-85.318545 35.016619),7
7700 Lee Hwy,Chattanooga,TN,37421,4/8/2024 11:57,TN0330100,C9,Charlie N,35B,Drug Equipment Violations,Part 1 Crimes,24-031224,2,Cleared by Arrest,35.063252999999996,,-85.13268,POINT (-85.13268 35.063253),6
7700 Lee Hwy,Chattanooga,TN,37421,4/8/2024 11:57,TN0330100,C9,Charlie N,35A,Drug/Narcotic Violations,Part 1 Crimes,24-031224,2,Cleared by Arrest,35.062252,,-85.133487,POINT (-85.133487 35.062252),6
5600 Brainerd Rd,Chattanooga,TN,37411,4/8/2024 12:00,TN0330100,C4,Charlie S,91Z,Serving Warrant,,24-031219,2,Cleared by Arrest,35.009372,,-85.215244,POINT (-85.215244 35.009372),6
2300 Windsor St,Chattanooga,TN,37406,4/8/2024 12:04,TN0330100,B3,Baker N,91Z,Miscellaneous Information,,24-031211,3,Pending/Possible Leads,35.047115,Avondale,-85.261763,POINT (-85.261763 35.047115),8
7600 E Brainerd Rd,Chattanooga,TN,37421,4/8/2024 12:10,TN0330100,C8,Charlie N,23H,All Other Larceny,Part 1 Crimes,24-031222,3,Pending/Possible Leads,35.012228,,-85.158062,POINT (-85.158062 35.012228),4
00 Birmingham Hwy,Chattanooga,TN,37419,4/8/2024 12:10,TN0330100,A13,Adam S,91Z,Miscellaneous Information,,24-031215,3,Pending/Possible Leads,35.016748,,-85.383603,POINT (-85.383603 35.016748),1
1000 N Natchez Rd,Chattanooga,TN,37405,4/8/2024 12:33,TN0330100,A4,Adam N,91Z,Miscellaneous Information,,24-031217,3,Pending/Possible Leads,35.079942,,-85.296303,POINT (-85.296303 35.079942),2
2200 Hamilton Place Blvd,Chattanooga,TN,37421,4/8/2024 12:44,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,24-031223,3,Pending/Possible Leads,35.040932000000005,,-85.153266,POINT (-85.153266 35.040932),4
100 E 10th St,Chattanooga,TN,37402,4/8/2024 12:50,TN0330100,A9,Adam S,91Z,Miscellaneous Information,,24-031247,3,Pending/Possible Leads,35.044965999999995,,-85.309501,POINT (-85.309501 35.044966),7
2100 Ivy St,Chattanooga,TN,37404,4/8/2024 12:55,TN0330100,B4,Baker N,91Z,Suspicious Activity,,24-031228,3,Pending/Possible Leads,35.037922,Orchard Knob,-85.268888,POINT (-85.268888 35.037922),8
5100 St Elmo Ave,Chattanooga,TN,37409,4/8/2024 12:57,TN0330100,A12,Adam S,240,Motor Vehicle Theft,Part 1 Crimes,24-031241,3,Pending/Possible Leads,34.9919166,St. Elmo,-85.331033,POINT (-85.331033 34.9919166),7
5100 St Elmo Ave,Chattanooga,TN,37409,4/8/2024 12:57,TN0330100,A12,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,24-031241,3,Pending/Possible Leads,34.9924066,St. Elmo,-85.330967,POINT (-85.330967 34.9924066),7
5100 St Elmo Ave,Chattanooga,TN,37409,4/8/2024 12:57,TN0330100,A12,Adam S,520,Weapon Law Violations,Part 1 Crimes,24-031241,3,Pending/Possible Leads,34.9918026,St. Elmo,-85.331314,POINT (-85.331314 34.9918026),7
3900 Hixson Pike,Chattanooga,TN,37415,4/8/2024 12:58,TN0330100,A3,Adam N,23H,All Other Larceny,Part 1 Crimes,24-031576,3,Pending/Possible Leads,35.112553,Fairfax/ Bagwell,-85.263552,POINT (-85.263552 35.112553),2
5700 Lee Hwy,Chattanooga,TN,37421,4/8/2024 13:00,TN0330100,C4,Charlie S,91Z,Accidental Injury,,24-031235,3,Pending/Possible Leads,35.018502,,-85.201785,POINT (-85.201785 35.018502),6
3300 4th Ave,Chattanooga,TN,37407,4/8/2024 13:28,TN0330100,B8,Baker S,91Z,Miscellaneous Information,,24-031238,3,Pending/Possible Leads,35.004104,East Lake,-85.285755,POINT (-85.285755 35.004104),7
English Ave & Workman Rd,Chattanooga,TN,37407,4/8/2024 13:32,TN0330100,B9,Baker S,91Z,Serving Warrant,,24-031246,2,Cleared by Arrest,34.991021,,-85.290916,POINT (-85.290916 34.991021),7
2600 Koblentz Cir,Chattanooga,TN,37406,4/8/2024 13:38,TN0330100,B2,Baker N,91Z,Miscellaneous Information,,24-031240,3,Pending/Possible Leads,35.067535,Glass Farms,-85.25093,POINT (-85.25093 35.067535),9
700 E 11th St,Chattanooga,TN,37403,4/8/2024 13:43,TN0330100,A9,Adam S,35B,Drug Equipment Violations,Part 1 Crimes,24-031249,2,Cleared by Arrest,35.040402,Martin Luther King,-85.30003,POINT (-85.30003 35.040402),8
700 E 11th St,Chattanooga,TN,37403,4/8/2024 13:43,TN0330100,A9,Adam S,90C,Disorderly Conduct,Part 2 Crimes,24-031249,2,Cleared by Arrest,35.03979,,-85.29946,POINT (-85.29946 35.03979),8
1900 E 23rd St,Chattanooga,TN,37404,4/8/2024 13:44,TN0330100,B6,Baker S,35A,Drug/Narcotic Violations,Part 1 Crimes,24-031248,2,Cleared by Arrest,35.019723,Oak Grove,-85.284163,POINT (-85.284163 35.019723),8
2100 Hamilton Place Blvd,Chattanooga,TN,37421,4/8/2024 13:49,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,24-031250,3,Pending/Possible Leads,35.035356,,-85.159528,POINT (-85.159528 35.035356),4
4100 Fagan St,Chattanooga,TN,37410,4/8/2024 13:58,TN0330100,A12,Adam S,91Z,Miscellaneous Information,,24-031254,3,Pending/Possible Leads,35.002092,,-85.310346,POINT (-85.310346 35.002092),7
E 11th St,Chattanooga,TN,37402,4/8/2024 14:00,TN0330100,A9,Adam S,91Z,Miscellaneous Information,,24-031266,3,Pending/Possible Leads,35.043223999999995,,-85.309853,POINT (-85.309853 35.043224),7
2100 Gunbarrel Rd,Chattanooga,TN,37421,4/8/2024 14:15,TN0330100,C7,Charlie N,91Z,Field Interview,,24-031270,3,Pending/Possible Leads,35.034171,,-85.153628,POINT (-85.153628 35.034171),4
100 N Moore Rd,Chattanooga,TN,37411,4/8/2024 14:17,TN0330100,C3,Charlie S,26C,Impersonation,Part 1 Crimes,24-031258,3,Pending/Possible Leads,35.014779,Brainerd Park,-85.226045,POINT (-85.226045 35.014779),5
6400 Lee Hwy,Chattanooga,TN,37421,4/8/2024 14:20,TN0330100,C6,Charlie N,91Z,Damaged Property Accidental,,24-031307,3,Pending/Possible Leads,35.033893,,-85.178912,POINT (-85.178912 35.033893),6
1300 Moss Dr,Chattanooga,TN,37411,4/8/2024 14:38,TN0330100,C1,Charlie S,13B,Simple Assault,Part 1 Crimes,24-031294,3,Pending/Possible Leads,35.04541,Eastdale,-85.242295,POINT (-85.242295 35.04541),9
400 Greenway View Dr,Chattanooga,TN,37411,4/8/2024 14:42,TN0330100,C3,Charlie S,23C,Shoplifting,Part 1 Crimes,24-031269,2,Cleared by Arrest,35.00858,,-85.204962,POINT (-85.204962 35.00858),6
700 Manufacturers Rd,Chattanooga,TN,37405,4/8/2024 14:45,TN0330100,A5,Adam N,91Z,Miscellaneous Information,,24-031273,3,Pending/Possible Leads,35.062571,,-85.321556,POINT (-85.321556 35.062571),1
5900 Shallowford Rd,Chattanooga,TN,37421,4/8/2024 15:01,TN0330100,C1,Charlie S,91Z,Serving Warrant,,24-031277,2,Cleared by Arrest,35.055904,,-85.19607,POINT (-85.19607 35.055904),6
3400 Amnicola Hwy,Chattanooga,TN,37406,4/8/2024 15:18,TN0330100,B1,Baker N,91Z,Miscellaneous Information,,24-031281,3,Pending/Possible Leads,35.081182,,-85.263112,POINT (-85.263112 35.081182),8
5300 Brainerd Rd,Chattanooga,TN,37411,4/8/2024 15:26,TN0330100,C3,Charlie S,26A,False Pretense/Swindle/Confidence Game,Part 1 Crimes,24-031280,3,Pending/Possible Leads,35.010775,Brainerd Park,-85.22256,POINT (-85.22256 35.010775),5
2300 Rossville Blvd,Chattanooga,TN,37408,4/8/2024 15:30,TN0330100,B6,Baker S,35B,Drug Equipment Violations,Part 1 Crimes,24-031316,2,Cleared by Arrest,35.023015,,-85.297158,POINT (-85.297158 35.023015),8
2300 Rossville Blvd,Chattanooga,TN,37408,4/8/2024 15:30,TN0330100,B6,Baker S,35A,Drug/Narcotic Violations,Part 1 Crimes,24-031316,2,Cleared by Arrest,35.024083999999995,,-85.298024,POINT (-85.298024 35.024084),8
2300 Rossville Blvd,Chattanooga,TN,37408,4/8/2024 15:30,TN0330100,B6,Baker S,91Z,Serving Warrant,,24-031441,2,Cleared by Arrest,35.024654999999996,Park Central,-85.29659,POINT (-85.29659 35.024655),8
2300 Rossville Blvd,Chattanooga,TN,37408,4/8/2024 15:30,TN0330100,B6,Baker S,91Z,Serving Warrant,,24-031412,2,Cleared by Arrest,35.022717,,-85.297701,POINT (-85.297701 35.022717),8
2300 Rossville Blvd,Chattanooga,TN,37408,4/8/2024 15:30,TN0330100,B6,Baker S,91Z,Serving Warrant,,24-031422,2,Cleared by Arrest,35.022963999999995,,-85.296696,POINT (-85.296696 35.022964),8
2100 Chestnut St,Chattanooga,TN,37408,4/8/2024 15:31,TN0330100,A10,Adam S,91Z,Miscellaneous Information,,24-031283,3,Pending/Possible Leads,35.033640999999996,,-85.316585,POINT (-85.316585 35.033641),7
200 Northgate Mall Dr,Chattanooga,TN,37415,4/8/2024 15:46,TN0330100,A1,Adam N,91Z,Suspicious Activity,,24-031289,3,Pending/Possible Leads,35.131335,,-85.239097,POINT (-85.239097 35.131335),3
5700 Highway 153,Chattanooga,TN,37343,4/8/2024 15:50,TN0330100,A1,Adam N,23C,Shoplifting,Part 1 Crimes,24-031290,2,Cleared by Arrest,35.153948,,-85.245339,POINT (-85.245339 35.153948),3
7500 Pinewood Dr,Chattanooga,TN,37421,4/8/2024 15:57,TN0330100,C9,Charlie N,91Z,Miscellaneous Information,,24-031292,3,Pending/Possible Leads,35.045944,,-85.136494,POINT (-85.136494 35.045944),4
1200 Poplar St,Chattanooga,TN,37402,4/8/2024 15:59,TN0330100,A6,Adam S,35B,Drug Equipment Violations,Part 1 Crimes,24-031327,2,Cleared by Arrest,35.042120999999995,,-85.315078,POINT (-85.315078 35.042121),7
1200 Broad St,Chattanooga,TN,37402,4/8/2024 16:00,TN0330100,A9,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,24-031735,4,Inactive/Suspended,35.041323999999996,,-85.309951,POINT (-85.309951 35.041324),7
7800 Hancock Rd,Chattanooga,TN,37416,4/8/2024 16:02,TN0330100,C5,Charlie N,91Z,Suspicious Activity,,24-031297,3,Pending/Possible Leads,35.083754,Washington Hills,-85.176782,POINT (-85.176782 35.083754),5
700 E Henderson Dr,Chattanooga,TN,37411,4/8/2024 16:07,TN0330100,C2,Charlie S,91Z,Miscellaneous Information,,24-031300,3,Pending/Possible Leads,35.029655000000005,Woodmore,-85.226157,POINT (-85.226157 35.029655),5
3400 Amnicola Hwy,Chattanooga,TN,37406,4/8/2024 16:09,TN0330100,B1,Baker N,91Z,Miscellaneous Information,,24-031296,3,Pending/Possible Leads,35.081767,,-85.262307,POINT (-85.262307 35.081767),8
5500 Brainerd Rd,Chattanooga,TN,37411,4/8/2024 16:17,TN0330100,C2,Charlie S,91Z,Miscellaneous Information,,24-031310,3,Pending/Possible Leads,35.010764,Brainerd Park,-85.219155,POINT (-85.219155 35.010764),5
3900 Hixson Pike,Chattanooga,TN,37415,4/8/2024 16:17,TN0330100,A3,Adam N,90F,"Family Offenses , Nonviolent",Part 2 Crimes,24-031302,3,Pending/Possible Leads,35.112339999999996,Fairfax/ Bagwell,-85.263448,POINT (-85.263448 35.11234),2
3900 Hixson Pike,Chattanooga,TN,37415,4/8/2024 16:17,TN0330100,A3,Adam N,92Z,,,24-031302,3,Pending/Possible Leads,35.113765,,-85.261932,POINT (-85.261932 35.113765),2
900 Forest Ave,Chattanooga,TN,37405,4/8/2024 16:20,TN0330100,A4,Adam N,91Z,Miscellaneous Information,,24-031305,3,Pending/Possible Leads,35.071822,Lower NoShore,-85.300551,POINT (-85.300551 35.071822),2
2800 Tunnel Blvd,Chattanooga,TN,37406,4/8/2024 16:27,TN0330100,C2,Charlie S,91Z,Miscellaneous Information,,24-031330,3,Pending/Possible Leads,35.065383999999995,,-85.228512,POINT (-85.228512 35.065384),5
4000 Oakwood Dr,Chattanooga,TN,37416,4/8/2024 16:30,TN0330100,C5,Charlie N,91Z,Suspicious Activity,,24-031314,3,Pending/Possible Leads,35.089202,,-85.19042,POINT (-85.19042 35.089202),3
1300 Tunnel Blvd,Chattanooga,TN,37411,4/8/2024 16:43,TN0330100,C1,Charlie S,91Z,Miscellaneous Information,,24-031324,3,Pending/Possible Leads,35.04422,North Brainerd,-85.237482,POINT (-85.237482 35.04422),9
1300 Dodson Ave,Chattanooga,TN,37406,4/8/2024 16:45,TN0330100,B3,Baker N,91Z,Miscellaneous Information,,24-031321,3,Pending/Possible Leads,35.052081,Avondale,-85.261852,POINT (-85.261852 35.052081),8
1000 N Sanctuary Rd,Chattanooga,TN,37421,4/8/2024 16:47,TN0330100,C8,Charlie N,91Z,Miscellaneous Information,,24-031331,3,Pending/Possible Leads,34.999772,Audubon,-85.175219,POINT (-85.175219 34.999772),6
7400 Commons Blvd,Chattanooga,TN,37421,4/8/2024 16:51,TN0330100,C7,Charlie N,240,Motor Vehicle Theft,Part 1 Crimes,24-031319,2,Cleared by Arrest,35.036738,,-85.146834,POINT (-85.146834 35.036738),4
1200 Broad St,Chattanooga,TN,37402,4/8/2024 17:00,TN0330100,A9,Adam S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-031519,3,Pending/Possible Leads,35.041613,,-85.308994,POINT (-85.308994 35.041613),7
700 Dodson Ave,Chattanooga,TN,37404,4/8/2024 17:03,TN0330100,B4,Baker N,91Z,Mental Health Call,,24-031322,3,Pending/Possible Leads,35.042508999999995,Churchville,-85.265547,POINT (-85.265547 35.042509),8
2700 6th Ave,Chattanooga,TN,37407,4/8/2024 17:23,TN0330100,B8,Baker S,91Z,Miscellaneous Information,,24-031336,3,Pending/Possible Leads,35.01242,,-85.28092,POINT (-85.28092 35.01242),8
3100 Brainerd Rd,Chattanooga,TN,37411,4/8/2024 17:30,TN0330100,C2,Charlie S,91Z,Miscellaneous Information,,24-031343,3,Pending/Possible Leads,35.028146,Missionary Rdge,-85.254688,POINT (-85.254688 35.028146),9
700 Woodvale Ave,Chattanooga,TN,37411,4/8/2024 18:00,TN0330100,C2,Charlie S,91Z,Miscellaneous Information,,24-031363,3,Pending/Possible Leads,35.024187,Brainerd Park No,-85.224352,POINT (-85.224352 35.024187),5
2300 Mccallie Ave,Chattanooga,TN,37404,4/8/2024 18:00,TN0330100,B4,Baker N,91Z,Miscellaneous Information,,24-031359,3,Pending/Possible Leads,35.033968,Glenwood,-85.26671,POINT (-85.26671 35.033968),9
3900 Brainerd Rd,Chattanooga,TN,37411,4/8/2024 18:12,TN0330100,C2,Charlie S,91Z,Miscellaneous Information,,24-031351,3,Pending/Possible Leads,35.018238000000004,Belvoir,-85.240021,POINT (-85.240021 35.018238),6
500 E 10th St,Chattanooga,TN,37403,4/8/2024 18:27,TN0330100,A9,Adam S,91Z,Miscellaneous Information,,24-031362,3,Pending/Possible Leads,35.043082,Martin Luther King,-85.300994,POINT (-85.300994 35.043082),8
500 E 10th St,Chattanooga,TN,37403,4/8/2024 18:27,TN0330100,A9,Adam S,91Z,Serving Warrant,,24-031361,2,Cleared by Arrest,35.043189,Martin Luther King,-85.302525,POINT (-85.302525 35.043189),8
600 Maple Street Ct,Chattanooga,TN,37402,4/8/2024 18:30,TN0330100,A6,Adam S,13B,Simple Assault,Part 1 Crimes,24-031360,3,Pending/Possible Leads,35.040607,,-85.31782,POINT (-85.31782 35.040607),7
1300 Dodson Ave,Chattanooga,TN,37406,4/8/2024 18:30,TN0330100,B3,Baker N,91Z,Miscellaneous Information,,24-031365,3,Pending/Possible Leads,35.052212000000004,Avondale,-85.262065,POINT (-85.262065 35.052212),8
1600 Chestnut St,Chattanooga,TN,37402,4/8/2024 18:30,TN0330100,A10,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,24-031516,4,Inactive/Suspended,35.03732,,-85.314249,POINT (-85.314249 35.03732),7
3900 Rossville Blvd,Chattanooga,TN,37407,4/8/2024 19:00,TN0330100,B9,Baker S,91Z,Field Interview,,24-031369,3,Pending/Possible Leads,34.997685999999995,East Lake,-85.291122,POINT (-85.291122 34.997686),7
900 Boynton Dr,Chattanooga,TN,37402,4/8/2024 19:00,TN0330100,A6,Adam S,23D,Theft From Buildings,Part 1 Crimes,24-031426,3,Pending/Possible Leads,35.047068,,-85.321522,POINT (-85.321522 35.047068),7
6800 Nakwisa Dr,Chattanooga,TN,37421,4/8/2024 19:34,TN0330100,C4,Charlie S,26B,Fraud Credit Card/Automated Teller Machines,Part 1 Crimes,24-031375,3,Pending/Possible Leads,35.020383,,-85.177904,POINT (-85.177904 35.020383),6
800 Windrush Loop,Chattanooga,TN,37421,4/8/2024 19:41,TN0330100,C8,Charlie N,91Z,Miscellaneous Information,,24-031381,3,Pending/Possible Leads,34.986992,,-85.142074,POINT (-85.142074 34.986992),4
4500 Highland Ave,Chattanooga,TN,37410,4/8/2024 19:50,TN0330100,A12,Adam S,13B,Simple Assault,Part 1 Crimes,24-031378,3,Pending/Possible Leads,35.00112,Southside Chatt,-85.317886,POINT (-85.317886 35.00112),7
E Main St & S Holtzclaw Ave,Chattanooga,TN,37404,4/8/2024 19:56,TN0330100,B6,Baker S,90Z,All Other Offenses,Part 2 Crimes,24-031384,2,Cleared by Arrest,35.029512,Park Central,-85.287968,POINT (-85.287968 35.029512),8
E Main St & S Holtzclaw Ave,Chattanooga,TN,37404,4/8/2024 19:56,TN0330100,B6,Baker S,26A,False Pretense/Swindle/Confidence Game,Part 1 Crimes,24-031384,2,Cleared by Arrest,35.029364,Park Central,-85.288172,POINT (-85.288172 35.029364),8
400 W Martin Luther King Blvd,Chattanooga,TN,37402,4/8/2024 20:00,TN0330100,A6,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,24-031531,4,Inactive/Suspended,35.046906,,-85.316299,POINT (-85.316299 35.046906),7
2600 E 14th St,Chattanooga,TN,37404,4/8/2024 20:00,TN0330100,B5,Baker S,240,Motor Vehicle Theft,Part 1 Crimes,24-031618,3,Pending/Possible Leads,35.023289,Ridgedale,-85.267294,POINT (-85.267294 35.023289),9
4900 Golfview,Chattanooga,TN,37411,4/8/2024 20:00,TN0330100,C3,Charlie S,91Z,Field Interview,,24-031385,3,Pending/Possible Leads,35.019101000000006,Brainerd Park No,-85.221866,POINT (-85.221866 35.019101),5
700 E 11th St,Chattanooga,TN,37403,4/8/2024 20:01,TN0330100,A9,Adam S,91Z,Mental Health Call,,24-031394,3,Pending/Possible Leads,35.03981,,-85.299827,POINT (-85.299827 35.03981),8
1700 Clayton Dr,Chattanooga,TN,37421,4/8/2024 20:11,TN0330100,C8,Charlie N,91Z,Field Interview,,24-031389,3,Pending/Possible Leads,35.02428,,-85.163022,POINT (-85.163022 35.02428),4
2300 Dodson Ave,Chattanooga,TN,37406,4/8/2024 20:15,TN0330100,B2,Baker N,92Z,,,24-031387,3,Pending/Possible Leads,35.06477400000001,Boyce Station,-85.253893,POINT (-85.253893 35.064774),9
7400 Summertown Ct,Chattanooga,TN,37421,4/8/2024 20:27,TN0330100,C9,Charlie N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-031393,2,Cleared by Arrest,35.042446,Ashwood,-85.148036,POINT (-85.148036 35.042446),4
400 W Martin Luther King Blvd,Chattanooga,TN,37402,4/8/2024 20:30,TN0330100,A6,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,24-031532,4,Inactive/Suspended,35.047816,,-85.317691,POINT (-85.317691 35.047816),7
2900 Curtis St,Chattanooga,TN,37406,4/8/2024 20:30,TN0330100,B2,Baker N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-031396,3,Pending/Possible Leads,35.071037,Boyce Station,-85.251644,POINT (-85.251644 35.071037),8
2400 5th Avenue Ct,Chattanooga,TN,37407,4/8/2024 20:50,TN0330100,B8,Baker S,90E,Drunkenness,Part 2 Crimes,24-031419,2,Cleared by Arrest,35.015229,,-85.28089,POINT (-85.28089 35.015229),8
2400 5th Avenue Ct,Chattanooga,TN,37407,4/8/2024 20:50,TN0330100,B8,Baker S,90J,Trespass Of Real Property,Part 2 Crimes,24-031419,2,Cleared by Arrest,35.014275999999995,,-85.280688,POINT (-85.280688 35.014276),8
500 Central Dr,Chattanooga,TN,37421,4/8/2024 21:09,TN0330100,C4,Charlie S,35A,Drug/Narcotic Violations,Part 1 Crimes,24-031411,2,Cleared by Arrest,35.021555,,-85.195709,POINT (-85.195709 35.021555),6
500 Central Dr,Chattanooga,TN,37421,4/8/2024 21:09,TN0330100,C4,Charlie S,520,Weapon Law Violations,Part 1 Crimes,24-031411,2,Cleared by Arrest,35.022282,,-85.19479,POINT (-85.19479 35.022282),6
2400 Dodds Ave,Chattanooga,TN,37407,4/8/2024 21:13,TN0330100,B8,Baker S,91Z,Damaged Property Accidental,,24-031406,3,Pending/Possible Leads,35.013159,,-85.275558,POINT (-85.275558 35.013159),8
3600 Calhoun Ave,Chattanooga,TN,37407,4/8/2024 21:16,TN0330100,B7,Baker S,91Z,Miscellaneous Information,,24-031409,3,Pending/Possible Leads,35.001306,Clifton Hills,-85.294055,POINT (-85.294055 35.001306),7
3900 Harbor Hills Rd,Chattanooga,TN,37416,4/8/2024 21:20,TN0330100,C5,Charlie N,91Z,Miscellaneous Information,,24-031408,3,Pending/Possible Leads,35.093508,,-85.188303,POINT (-85.188303 35.093508),3
1200 Cypress Street Ct,Chattanooga,TN,37402,4/8/2024 21:30,TN0330100,A6,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-031405,3,Pending/Possible Leads,35.043403,,-85.316962,POINT (-85.316962 35.043403),7
