Address,City,State,Zip,Date_Incident,Jurisdiction,Incident_Tract,Zone,UCR_Incident_Code,Incident_Description,Incident_Type,Case_Number,Case_Status,Case_Status_Description,Latitude,Neighborhood,Longitude,Location,citydst
1100 Grove St,Chattanooga,TN,37402,4/3/2024 8:20,TN0330100,A6,Adam S,91Z,Missing Person,,24-029730,4,Inactive/Suspended,35.044986,,-85.317838,POINT (-85.317838 35.044986),7
2300 S Holtzclaw Ave,Chattanooga,TN,37408,4/3/2024 8:42,TN0330100,B5,Baker S,91Z,Field Interview,,24-029421,3,Pending/Possible Leads,35.021950000000004,,-85.292194,POINT (-85.292194 35.02195),8
800 Liberty St,Chattanooga,TN,37405,4/3/2024 9:00,TN0330100,A4,Adam N,91Z,Miscellaneous Information,,24-029419,3,Pending/Possible Leads,35.07057,Lower NoShore,-85.299877,POINT (-85.299877 35.07057),2
2000 Gunbarrel Rd,Chattanooga,TN,37421,4/3/2024 9:24,TN0330100,C7,Charlie N,90J,Trespass Of Real Property,Part 2 Crimes,24-029425,3,Pending/Possible Leads,35.033235,,-85.151757,POINT (-85.151757 35.033235),4
Gale Ln & Shallowford Rd,Chattanooga,TN,37421,4/3/2024 9:43,TN0330100,C6,Charlie N,91Z,Miscellaneous Information,,24-029431,3,Pending/Possible Leads,35.054002999999994,,-85.179964,POINT (-85.179964 35.054003),6
500 Dodds Ave,Chattanooga,TN,37404,4/3/2024 9:51,TN0330100,B5,Baker S,26A,False Pretense/Swindle/Confidence Game,Part 1 Crimes,24-029463,3,Pending/Possible Leads,35.029703,Ridgedale,-85.264863,POINT (-85.264863 35.029703),9
500 Dodds Ave,Chattanooga,TN,37404,4/3/2024 9:51,TN0330100,B5,Baker S,26C,Impersonation,Part 1 Crimes,24-029463,3,Pending/Possible Leads,35.028531,Ridgedale,-85.264182,POINT (-85.264182 35.028531),9
3800 Hixson Pike,Chattanooga,TN,37415,4/3/2024 9:56,TN0330100,A3,Adam N,240,Motor Vehicle Theft,Part 1 Crimes,24-029427,4,Inactive/Suspended,35.11251,,-85.266195,POINT (-85.266195 35.11251),2
700 Larkin Ave,Chattanooga,TN,37411,4/3/2024 10:00,TN0330100,C2,Charlie S,91Z,Miscellaneous Information,,24-013586,3,Pending/Possible Leads,35.031857,,-85.231392,POINT (-85.231392 35.031857),9
1200 Cypress Street Ct,Chattanooga,TN,37402,4/3/2024 10:00,TN0330100,A6,Adam S,91Z,Miscellaneous Information,,24-029436,3,Pending/Possible Leads,35.043040000000005,,-85.318266,POINT (-85.318266 35.04304),7
4500 Hixson Pike,Chattanooga,TN,37343,4/3/2024 10:09,TN0330100,A3,Adam N,91Z,Miscellaneous Information,,24-029438,3,Pending/Possible Leads,35.120331,,-85.249341,POINT (-85.249341 35.120331),2
700 E 11th St,Chattanooga,TN,37403,4/3/2024 10:10,TN0330100,A9,Adam S,92Z,,,24-029439,3,Pending/Possible Leads,35.04005,,-85.29942,POINT (-85.29942 35.04005),8
3200 Wilcox Blvd,Chattanooga,TN,37411,4/3/2024 10:11,TN0330100,C1,Charlie S,23C,Shoplifting,Part 1 Crimes,24-029442,3,Pending/Possible Leads,35.047194999999995,Eastdale,-85.241623,POINT (-85.241623 35.047195),9
800 Arlington Ave,Chattanooga,TN,37406,4/3/2024 10:15,TN0330100,B3,Baker N,91Z,Miscellaneous Information,,24-029445,3,Pending/Possible Leads,35.045743,Avondale,-85.263276,POINT (-85.263276 35.045743),8
100 W 38th St,Chattanooga,TN,37410,4/3/2024 10:23,TN0330100,A12,Adam S,13A,Aggravated Assault,Part 1 Crimes,24-029470,3,Pending/Possible Leads,35.005081000000004,,-85.310337,POINT (-85.310337 35.005081),7
1200 E 34th St,Chattanooga,TN,37407,4/3/2024 10:30,TN0330100,B7,Baker S,520,Weapon Law Violations,Part 1 Crimes,24-029456,2,Cleared by Arrest,35.003876,Clifton Hills,-85.297239,POINT (-85.297239 35.003876),7
1200 E 34th St,Chattanooga,TN,37407,4/3/2024 10:30,TN0330100,B7,Baker S,35A,Drug/Narcotic Violations,Part 1 Crimes,24-029456,2,Cleared by Arrest,35.005323999999995,Clifton Hills,-85.298249,POINT (-85.298249 35.005324),7
1200 E 34th St,Chattanooga,TN,37407,4/3/2024 10:30,TN0330100,B7,Baker S,35B,Drug Equipment Violations,Part 1 Crimes,24-029456,2,Cleared by Arrest,35.004458,Clifton Hills,-85.297294,POINT (-85.297294 35.004458),7
6700 Ardis Ln,Chattanooga,TN,37343,4/3/2024 10:35,TN0330100,A1,Adam N,91Z,Field Interview,,24-029454,3,Pending/Possible Leads,35.184931,,-85.248402,POINT (-85.248402 35.184931),1
1200 E 34th St,Chattanooga,TN,37407,4/3/2024 10:41,TN0330100,B7,Baker S,91Z,Serving Warrant,,24-029483,2,Cleared by Arrest,35.003716999999995,Clifton Hills,-85.296744,POINT (-85.296744 35.003717),7
800 Chestnut St,Chattanooga,TN,37402,4/3/2024 10:48,TN0330100,A7,Adam S,90Z,All Other Offenses,Part 2 Crimes,24-029460,2,Cleared by Arrest,35.047352000000004,,-85.310987,POINT (-85.310987 35.047352),7
800 Chestnut St,Chattanooga,TN,37402,4/3/2024 10:48,TN0330100,A7,Adam S,240,Motor Vehicle Theft,Part 1 Crimes,24-029460,2,Cleared by Arrest,35.046427,,-85.311658,POINT (-85.311658 35.046427),7
800 Chestnut St,Chattanooga,TN,37402,4/3/2024 10:48,TN0330100,A7,Adam S,23F,Theft From Motor Vehicle,Part 1 Crimes,24-029460,2,Cleared by Arrest,35.047392,,-85.311483,POINT (-85.311483 35.047392),7
800 Chestnut St,Chattanooga,TN,37402,4/3/2024 10:48,TN0330100,A7,Adam S,23C,Shoplifting,Part 1 Crimes,24-029460,2,Cleared by Arrest,35.047168,,-85.311111,POINT (-85.311111 35.047168),7
800 Chestnut St,Chattanooga,TN,37402,4/3/2024 10:48,TN0330100,A7,Adam S,26B,Fraud Credit Card/Automated Teller Machines,Part 1 Crimes,24-029460,2,Cleared by Arrest,35.047013,,-85.312305,POINT (-85.312305 35.047013),7
800 Chestnut St,Chattanooga,TN,37402,4/3/2024 10:48,TN0330100,A7,Adam S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-029460,2,Cleared by Arrest,35.045912,,-85.311765,POINT (-85.311765 35.045912),7
800 Chestnut St,Chattanooga,TN,37402,4/3/2024 10:48,TN0330100,A7,Adam S,35B,Drug Equipment Violations,Part 1 Crimes,24-029460,2,Cleared by Arrest,35.04699,,-85.312242,POINT (-85.312242 35.04699),7
200 Nelson Rd,Chattanooga,TN,37421,4/3/2024 10:50,TN0330100,C4,Charlie S,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-029434,3,Pending/Possible Leads,35.020254,,-85.196282,POINT (-85.196282 35.020254),6
700 E 11th St,Chattanooga,TN,37403,4/3/2024 10:50,TN0330100,A9,Adam S,91Z,Field Interview,,24-029459,3,Pending/Possible Leads,35.040936,Martin Luther King,-85.299756,POINT (-85.299756 35.040936),8
3400 Amnicola Hwy,Chattanooga,TN,37406,4/3/2024 11:00,TN0330100,B1,Baker N,91Z,Mental Health Call,,24-029489,3,Pending/Possible Leads,35.081187,,-85.262828,POINT (-85.262828 35.081187),8
6900 Lee Hwy,Chattanooga,TN,37421,4/3/2024 11:03,TN0330100,C6,Charlie N,91Z,Suspicious Activity,,24-029466,3,Pending/Possible Leads,35.042488999999996,Shepherd,-85.166512,POINT (-85.166512 35.042489),6
4100 N Access Rd,Chattanooga,TN,37415,4/3/2024 11:30,TN0330100,A3,Adam N,91Z,Miscellaneous Information,,24-029476,3,Pending/Possible Leads,35.113973,Fairfax/ Bagwell,-85.256838,POINT (-85.256838 35.113973),2
4000 Brainerd Rd,Chattanooga,TN,37411,4/3/2024 11:55,TN0330100,C2,Charlie S,91Z,Field Interview,,24-029475,3,Pending/Possible Leads,35.019141000000005,21st Century,-85.239073,POINT (-85.239073 35.019141),5
900 Mountain Creek Rd,Chattanooga,TN,37405,4/3/2024 12:00,TN0330100,A5,Adam N,91Z,Mental Health Call,,24-029501,3,Pending/Possible Leads,35.102416,,-85.324964,POINT (-85.324964 35.102416),1
1100 Panorama Dr,Chattanooga,TN,37421,4/3/2024 12:00,TN0330100,C8,Charlie N,220,Burglary/Breaking And Entering,Part 1 Crimes,24-029545,3,Pending/Possible Leads,35.014336,Audubon,-85.169439,POINT (-85.169439 35.014336),6
4000 S Access Rd,Chattanooga,TN,37406,4/3/2024 12:00,TN0330100,C5,Charlie N,91Z,Property Lost,,24-029528,3,Pending/Possible Leads,35.087256,,-85.216025,POINT (-85.216025 35.087256),5
2800 Asbury Park,Chattanooga,TN,37404,4/3/2024 12:00,TN0330100,B7,Baker S,91Z,Property Lost,,24-030200,3,Pending/Possible Leads,35.018042,,-85.300091,POINT (-85.300091 35.018042),8
500 N Market St,Chattanooga,TN,37405,4/3/2024 12:00,TN0330100,A4,Adam N,91Z,Field Interview,,24-029497,3,Pending/Possible Leads,35.068138000000005,Northside/Cherokee,-85.308819,POINT (-85.308819 35.068138),2
5500 Hixson Pike,Chattanooga,TN,37343,4/3/2024 12:00,TN0330100,A1,Adam N,35A,Drug/Narcotic Violations,Part 1 Crimes,24-029465,3,Pending/Possible Leads,35.146508,,-85.220776,POINT (-85.220776 35.146508),3
1900 Mcdade Ln,Chattanooga,TN,37406,4/3/2024 12:00,TN0330100,A4,Adam N,13B,Simple Assault,Part 1 Crimes,24-031244,3,Pending/Possible Leads,35.080461,,-85.265172,POINT (-85.265172 35.080461),8
300 High St,Chattanooga,TN,37403,4/3/2024 12:00,TN0330100,A7,Adam S,26A,False Pretense/Swindle/Confidence Game,Part 1 Crimes,24-031303,3,Pending/Possible Leads,35.052472,,-85.304261,POINT (-85.304261 35.052472),7
2300 Windsor St,Chattanooga,TN,37406,4/3/2024 12:00,TN0330100,B3,Baker N,91Z,Property Found,,24-029480,3,Pending/Possible Leads,35.048345,Avondale,-85.262584,POINT (-85.262584 35.048345),8
4041-409 Hixson Pike,Chattanooga,TN,37415,4/3/2024 12:07,TN0330100,A2,Adam N,35B,Drug Equipment Violations,Part 1 Crimes,24-029482,2,Cleared by Arrest,35.115235,,-85.256823,POINT (-85.256823 35.115235),2
4041-409 Hixson Pike,Chattanooga,TN,37415,4/3/2024 12:07,TN0330100,A2,Adam N,35A,Drug/Narcotic Violations,Part 1 Crimes,24-029482,2,Cleared by Arrest,35.113961999999994,Fairfax/ Bagwell,-85.257863,POINT (-85.257863 35.113962),2
4041-409 Hixson Pike,Chattanooga,TN,37415,4/3/2024 12:07,TN0330100,A2,Adam N,90D,Driving Under The Influence,Part 2 Crimes,24-029482,2,Cleared by Arrest,35.114546,,-85.257285,POINT (-85.257285 35.114546),2
800 E 10th St,Chattanooga,TN,37403,4/3/2024 12:23,TN0330100,A9,Adam S,13C,Intimidation,Part 1 Crimes,24-029487,3,Pending/Possible Leads,35.039511000000005,Martin Luther King,-85.296245,POINT (-85.296245 35.039511),8
3900 Memphis Dr,Chattanooga,TN,37415,4/3/2024 12:25,TN0330100,A3,Adam N,91Z,Field Interview,,24-029490,3,Pending/Possible Leads,35.110561000000004,,-85.252346,POINT (-85.252346 35.110561),2
1200 Boynton Dr,Chattanooga,TN,37402,4/3/2024 12:25,TN0330100,A6,Adam S,11D,Forcible Fondling,Part 1 Crimes,24-029488,3,Pending/Possible Leads,35.043594999999996,,-85.321071,POINT (-85.321071 35.043595),7
1900 Northpoint Blvd,Chattanooga,TN,37343,4/3/2024 12:40,TN0330100,A1,Adam N,91Z,Miscellaneous Information,,24-029494,3,Pending/Possible Leads,35.136754,,-85.241605,POINT (-85.241605 35.136754),3
2300 Windsor St,Chattanooga,TN,37406,4/3/2024 12:45,TN0330100,B3,Baker N,13B,Simple Assault,Part 1 Crimes,24-029496,3,Pending/Possible Leads,35.046422,Wheeler Ave,-85.260657,POINT (-85.260657 35.046422),8
2200 E 18th St,Chattanooga,TN,37404,4/3/2024 12:45,TN0330100,B6,Baker S,90J,Trespass Of Real Property,Part 2 Crimes,24-029536,2,Cleared by Arrest,35.02004,Oak Grove,-85.275604,POINT (-85.275604 35.02004),9
2300 Wilson St,Chattanooga,TN,37406,4/3/2024 12:47,TN0330100,B3,Baker N,23H,All Other Larceny,Part 1 Crimes,24-029493,3,Pending/Possible Leads,35.050037,Avondale,-85.261485,POINT (-85.261485 35.050037),8
4900 15th Ave,Chattanooga,TN,37407,4/3/2024 13:00,TN0330100,B9,Baker S,13B,Simple Assault,Part 1 Crimes,24-029509,2,Cleared by Arrest,34.987471,Cedar Hill,-85.282355,POINT (-85.282355 34.987471),7
7400 Commons Blvd,Chattanooga,TN,37421,4/3/2024 13:10,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,24-029504,3,Pending/Possible Leads,35.035122,,-85.147148,POINT (-85.147148 35.035122),4
2200 Chamberlain Ave,Chattanooga,TN,37404,4/3/2024 13:25,TN0330100,B5,Baker S,91Z,Miscellaneous Information,,24-029519,3,Pending/Possible Leads,35.033005,Ridgedale,-85.270896,POINT (-85.270896 35.033005),9
2300 E 3rd St,Chattanooga,TN,37404,4/3/2024 13:25,TN0330100,B4,Baker N,91Z,Mental Health Call,,24-029515,3,Pending/Possible Leads,35.039938,Churchville,-85.267216,POINT (-85.267216 35.039938),8
2200 Wilcox Blvd,Chattanooga,TN,37406,4/3/2024 13:30,TN0330100,B2,Baker N,290,Destructive/Damage/Vandalism Of Property,Part 1 Crimes,24-029516,3,Pending/Possible Leads,35.053641999999996,Avondale,-85.260336,POINT (-85.260336 35.053642),8
2300 Wilson St,Chattanooga,TN,37406,4/3/2024 13:34,TN0330100,B3,Baker N,13B,Simple Assault,Part 1 Crimes,24-029557,2,Cleared by Arrest,35.049815,Avondale,-85.260105,POINT (-85.260105 35.049815),8
2300 Wilson St,Chattanooga,TN,37406,4/3/2024 13:34,TN0330100,B3,Baker N,90Z,All Other Offenses,Part 2 Crimes,24-029557,2,Cleared by Arrest,35.048331,Wheeler Ave,-85.259943,POINT (-85.259943 35.048331),8
6200 Perimeter Dr,Chattanooga,TN,37421,4/3/2024 13:46,TN0330100,C4,Charlie S,91Z,Miscellaneous Information,,24-029526,3,Pending/Possible Leads,35.029665,,-85.183227,POINT (-85.183227 35.029665),6
5400 Highway 153,Chattanooga,TN,37343,4/3/2024 13:50,TN0330100,A3,Adam N,91Z,Miscellaneous Information,,24-029524,3,Pending/Possible Leads,35.139335,,-85.247833,POINT (-85.247833 35.139335),3
1100 E 14th St,Chattanooga,TN,37408,4/3/2024 13:54,TN0330100,B5,Baker S,91Z,Shots Fired with Nothing Located,,24-029525,3,Pending/Possible Leads,35.031714,Park Central,-85.29163,POINT (-85.29163 35.031714),8
7700 Lee Hwy,Chattanooga,TN,37421,4/3/2024 14:00,TN0330100,C9,Charlie N,91Z,Field Interview,,24-029542,3,Pending/Possible Leads,35.060445,,-85.133472,POINT (-85.133472 35.060445),6
5700 Marlin Rd,Chattanooga,TN,37411,4/3/2024 14:00,TN0330100,C3,Charlie S,91Z,Miscellaneous Information,,24-029551,3,Pending/Possible Leads,35.00878,,-85.210255,POINT (-85.210255 35.00878),6
2100 E 12th St,Chattanooga,TN,37404,4/3/2024 14:00,TN0330100,B5,Baker S,23F,Theft From Motor Vehicle,Part 1 Crimes,24-029700,3,Pending/Possible Leads,35.027487,Ridgedale,-85.27497,POINT (-85.27497 35.027487),8
5700 Highway 153,Chattanooga,TN,37343,4/3/2024 14:10,TN0330100,A1,Adam N,23C,Shoplifting,Part 1 Crimes,24-029958,3,Pending/Possible Leads,35.153191,,-85.244826,POINT (-85.244826 35.153191),3
4800 Glenmar Cir,Chattanooga,TN,37416,4/3/2024 14:24,TN0330100,C5,Charlie N,91Z,Shots Fired with Nothing Located,,24-029535,3,Pending/Possible Leads,35.095248,Murray Hills,-85.196351,POINT (-85.196351 35.095248),3
2600 Andrews St,Chattanooga,TN,37406,4/3/2024 14:25,TN0330100,B2,Baker N,91Z,Damaged Property Accidental,,24-029549,3,Pending/Possible Leads,35.067510000000006,Glass Farms,-85.244551,POINT (-85.244551 35.06751),9
1000 N Larchmont Ave,Chattanooga,TN,37411,4/3/2024 14:25,TN0330100,C2,Charlie S,13B,Simple Assault,Part 1 Crimes,24-029510,3,Pending/Possible Leads,35.026704,Woodmore Mnr,-85.221724,POINT (-85.221724 35.026704),5
1000 N Larchmont Ave,Chattanooga,TN,37411,4/3/2024 14:25,TN0330100,C2,Charlie S,23H,All Other Larceny,Part 1 Crimes,24-029510,3,Pending/Possible Leads,35.027156,Woodmore Mnr,-85.221024,POINT (-85.221024 35.027156),5
1600 Greendale Way,Chattanooga,TN,37343,4/3/2024 14:30,TN0330100,A3,Adam N,13B,Simple Assault,Part 1 Crimes,24-029547,3,Pending/Possible Leads,35.125394,,-85.245259,POINT (-85.245259 35.125394),3
1900 Hamill Rd,Chattanooga,TN,37343,4/3/2024 14:30,TN0330100,A3,Adam N,26A,False Pretense/Swindle/Confidence Game,Part 1 Crimes,24-029611,3,Pending/Possible Leads,35.123688,,-85.239513,POINT (-85.239513 35.123688),3
3900 Hughes Ave,Chattanooga,TN,37410,4/3/2024 14:30,TN0330100,A12,Adam S,90F,"Family Offenses , Nonviolent",Part 2 Crimes,24-029544,2,Cleared by Arrest,35.005468,,-85.311269,POINT (-85.311269 35.005468),7
2300 Wilson St,Chattanooga,TN,37406,4/3/2024 14:35,TN0330100,B3,Baker N,91Z,Miscellaneous Information,,24-029539,3,Pending/Possible Leads,35.048823999999996,Wheeler Ave,-85.259506,POINT (-85.259506 35.048824),8
5800 Brainerd Rd,Chattanooga,TN,37411,4/3/2024 14:48,TN0330100,C3,Charlie S,26C,Impersonation,Part 1 Crimes,24-029570,3,Pending/Possible Leads,35.013845,,-85.210994,POINT (-85.210994 35.013845),6
3200 Amnicola Hwy,Chattanooga,TN,37406,4/3/2024 15:00,TN0330100,B1,Baker N,35A,Drug/Narcotic Violations,Part 1 Crimes,24-029584,3,Pending/Possible Leads,35.078792,Riverside Area,-85.263845,POINT (-85.263845 35.078792),8
4400 14th Ave,Chattanooga,TN,37407,4/3/2024 15:00,TN0330100,B9,Baker S,13B,Simple Assault,Part 1 Crimes,24-029472,3,Pending/Possible Leads,34.990254,Cedar Hill,-85.284004,POINT (-85.284004 34.990254),7
6900 Lee Hwy,Chattanooga,TN,37421,4/3/2024 15:00,TN0330100,C6,Charlie N,91Z,Field Interview,,24-029555,3,Pending/Possible Leads,35.043943,Shepherd,-85.165427,POINT (-85.165427 35.043943),6
400 Greenway View Dr,Chattanooga,TN,37411,4/3/2024 15:00,TN0330100,C3,Charlie S,23F,Theft From Motor Vehicle,Part 1 Crimes,24-029860,3,Pending/Possible Leads,35.008391,,-85.204926,POINT (-85.204926 35.008391),6
2100 E 23rd St,Chattanooga,TN,37404,4/3/2024 15:11,TN0330100,B6,Baker S,91Z,Mental Health Call,,24-029565,3,Pending/Possible Leads,35.018698,Oak Grove,-85.280417,POINT (-85.280417 35.018698),8
5300 Brainerd Rd,Chattanooga,TN,37411,4/3/2024 15:20,TN0330100,C2,Charlie S,91Z,Miscellaneous Information,,24-031279,3,Pending/Possible Leads,35.010498,,-85.222629,POINT (-85.222629 35.010498),6
1200 Poplar Street CT,Chattanooga,TN,37402,4/3/2024 15:21,TN0330100,A6,Adam S,91Z,Miscellaneous Information,,24-029566,3,Pending/Possible Leads,35.0427035,,-85.315807,POINT (-85.315807 35.0427035),7
6200 Airpark Dr,Chattanooga,TN,37421,4/3/2024 15:32,TN0330100,C4,Charlie S,91Z,Miscellaneous Information,,24-029562,3,Pending/Possible Leads,35.03676,Shepherd,-85.184462,POINT (-85.184462 35.03676),6
2500 Hamill Rd,Chattanooga,TN,37343,4/3/2024 15:55,TN0330100,A2,Adam N,91Z,Miscellaneous Information,,24-029572,3,Pending/Possible Leads,35.128081,,-85.226658,POINT (-85.226658 35.128081),3
900 Mountain Creek Rd,Chattanooga,TN,37405,4/3/2024 16:00,TN0330100,A5,Adam N,240,Motor Vehicle Theft,Part 1 Crimes,24-029783,4,Inactive/Suspended,35.105157,,-85.325672,POINT (-85.325672 35.105157),1
2100 Foust St,Chattanooga,TN,37407,4/3/2024 16:05,TN0330100,B7,Baker S,91Z,Miscellaneous Information,,24-029579,3,Pending/Possible Leads,35.012468000000005,,-85.283568,POINT (-85.283568 35.012468),8
500 N Highland Park Ave,Chattanooga,TN,37404,4/3/2024 16:05,TN0330100,B4,Baker N,91Z,Miscellaneous Information,,24-029625,3,Pending/Possible Leads,35.043468000000004,Bushtown,-85.276524,POINT (-85.276524 35.043468),8
3900 Churchill Rd,Chattanooga,TN,37406,4/3/2024 16:16,TN0330100,B1,Baker N,91Z,Miscellaneous Information,,24-029586,3,Pending/Possible Leads,35.077555,,-85.224568,POINT (-85.224568 35.077555),5
2200 Union Ave,Chattanooga,TN,37404,4/3/2024 16:29,TN0330100,B5,Baker S,91Z,Miscellaneous Information,,24-029587,3,Pending/Possible Leads,35.030636,Ridgedale,-85.270971,POINT (-85.270971 35.030636),9
1300 Dodson Ave,Chattanooga,TN,37406,4/3/2024 16:30,TN0330100,B3,Baker N,23F,Theft From Motor Vehicle,Part 1 Crimes,24-029571,4,Inactive/Suspended,35.051321,Avondale,-85.261844,POINT (-85.261844 35.051321),8
2200 Hamilton Place Blvd,Chattanooga,TN,37421,4/3/2024 16:41,TN0330100,C7,Charlie N,23C,Shoplifting,Part 1 Crimes,24-029569,3,Pending/Possible Leads,35.038557000000004,,-85.154664,POINT (-85.154664 35.038557),4
33-19 Tunnel Blvd,Chattanooga,TN,37411,4/3/2024 16:57,TN0330100,C2,Charlie S,91Z,Miscellaneous Information,,24-029601,3,Pending/Possible Leads,35.027637,,-85.247139,POINT (-85.247139 35.027637),9
2100 Gunbarrel Rd,Chattanooga,TN,37421,4/3/2024 16:58,TN0330100,C7,Charlie N,90J,Trespass Of Real Property,Part 2 Crimes,24-029596,2,Cleared by Arrest,35.033415,,-85.153225,POINT (-85.153225 35.033415),4
2100 Gunbarrel Rd,Chattanooga,TN,37421,4/3/2024 16:58,TN0330100,C7,Charlie N,90Z,All Other Offenses,Part 2 Crimes,24-029596,2,Cleared by Arrest,35.033474999999996,,-85.154196,POINT (-85.154196 35.033475),4
3300 Bonneville Cir,Chattanooga,TN,37419,4/3/2024 17:00,TN0330100,A13,Adam S,91Z,Miscellaneous Information,,24-029600,3,Pending/Possible Leads,35.051831,,-85.352571,POINT (-85.352571 35.051831),1
2100 Gunbarrel Rd,Chattanooga,TN,37421,4/3/2024 17:00,TN0330100,C7,Charlie N,91Z,Serving Warrant,,24-029620,2,Cleared by Arrest,35.03334,,-85.152496,POINT (-85.152496 35.03334),4
2100 Gunbarrel Rd,Chattanooga,TN,37421,4/3/2024 17:00,TN0330100,C7,Charlie N,90J,Trespass Of Real Property,Part 2 Crimes,24-029619,2,Cleared by Arrest,35.033708,,-85.15401,POINT (-85.15401 35.033708),4
1100 Wheeler Ave,Chattanooga,TN,37406,4/3/2024 17:00,TN0330100,B3,Baker N,91Z,Runaway,,24-029606,4,Inactive/Suspended,35.048995000000005,Wheeler Ave,-85.258717,POINT (-85.258717 35.048995),8
900 Market St,Chattanooga,TN,37411,4/3/2024 17:00,TN0330100,A9,Adam S,91Z,Miscellaneous Information,,24-029607,3,Pending/Possible Leads,35.001729499999996,,-85.258162,POINT (-85.258162 35.0017295),
2000 S Lyerly St,Chattanooga,TN,37404,4/3/2024 17:05,TN0330100,B6,Baker S,91Z,Miscellaneous Information,,24-029599,3,Pending/Possible Leads,35.018252000000004,Oak Grove,-85.276883,POINT (-85.276883 35.018252),9
2000 S Kelley St,Chattanooga,TN,37404,4/3/2024 17:10,TN0330100,B6,Baker S,91Z,Serving Warrant,,24-029604,2,Cleared by Arrest,35.018975,Oak Grove,-85.279893,POINT (-85.279893 35.018975),8
Carousel Rd & Greenwood Rd,Chattanooga,TN,37411,4/3/2024 17:19,TN0330100,C2,Charlie S,91Z,Mental Health Call,,24-029608,3,Pending/Possible Leads,35.049313000000005,,-85.242151,POINT (-85.242151 35.049313),5
5700 Highway 153,Chattanooga,TN,37343,4/3/2024 17:26,TN0330100,A1,Adam N,91Z,Suspicious Activity,,24-029597,3,Pending/Possible Leads,35.152193,,-85.245954,POINT (-85.245954 35.152193),3
900 Riverfront Pkwy,Chattanooga,TN,37402,4/3/2024 17:32,TN0330100,A6,Adam S,91Z,Serving Warrant,,24-029643,2,Cleared by Arrest,35.050019,,-85.324033,POINT (-85.324033 35.050019),7
5210-529 Highway 58,Chattanooga,TN,37404,4/3/2024 17:34,TN0330100,C5,Charlie N,91Z,Miscellaneous Information,,24-029613,3,Pending/Possible Leads,35.100923,,-85.168144,POINT (-85.168144 35.100923),6
3600 6th Ave,Chattanooga,TN,37407,4/3/2024 17:40,TN0330100,B8,Baker S,92Z,,,24-029614,3,Pending/Possible Leads,35.000685000000004,East Lake,-85.286894,POINT (-85.286894 35.000685),7
7300 Courage Way,Chattanooga,TN,37421,4/3/2024 17:45,TN0330100,C9,Charlie N,13B,Simple Assault,Part 1 Crimes,24-029624,2,Cleared by Arrest,35.053968,,-85.14286,POINT (-85.14286 35.053968),6
300 Stringer St,Chattanooga,TN,37405,4/3/2024 17:45,TN0330100,A5,Adam N,91Z,Missing Person,,24-029633,4,Inactive/Suspended,35.066671,Northside/Cherokee,-85.315005,POINT (-85.315005 35.066671),1
5600 Hwy 153,Chattanooga,TN,37343,4/3/2024 17:49,TN0330100,A1,Adam N,91Z,Miscellaneous Information,,24-029594,3,Pending/Possible Leads,35.149435,,-85.247831,POINT (-85.247831 35.149435),3
3500 Cummings Hwy,Chattanooga,TN,37419,4/3/2024 18:00,TN0330100,A13,Adam S,91Z,Miscellaneous Information,,24-029887,3,Pending/Possible Leads,35.016098,,-85.376543,POINT (-85.376543 35.016098),1
5200 Brainerd Rd,Chattanooga,TN,37411,4/3/2024 18:07,TN0330100,C3,Charlie S,91Z,Mental Health Call,,24-029645,3,Pending/Possible Leads,35.010894,South Brainerd,-85.224698,POINT (-85.224698 35.010894),6
3700 Sapulpa St,Chattanooga,TN,37406,4/3/2024 18:15,TN0330100,B1,Baker N,91Z,Miscellaneous Information,,24-029435,3,Pending/Possible Leads,35.074159,,-85.231563,POINT (-85.231563 35.074159),5
4900 17th Ave,Chattanooga,TN,37407,4/3/2024 18:17,TN0330100,B9,Baker S,91Z,Miscellaneous Information,,24-029628,3,Pending/Possible Leads,34.986796,Cedar Hill,-85.281412,POINT (-85.281412 34.986796),7
5000 Harley Ln,Chattanooga,TN,37416,4/3/2024 18:20,TN0330100,C5,Charlie N,13A,Aggravated Assault,Part 1 Crimes,24-029635,2,Cleared by Arrest,35.097327,,-85.177155,POINT (-85.177155 35.097327),3
5000 Harley Ln,Chattanooga,TN,37416,4/3/2024 18:20,TN0330100,C5,Charlie N,13B,Simple Assault,Part 1 Crimes,24-029635,2,Cleared by Arrest,35.098033,,-85.17701,POINT (-85.17701 35.098033),3
2300 Elmendorf St,Chattanooga,TN,37406,4/3/2024 18:27,TN0330100,B1,Baker N,91Z,Miscellaneous Information,,24-029453,3,Pending/Possible Leads,35.072624999999995,Boyce Station,-85.247933,POINT (-85.247933 35.072625),9
4700 Jersey Pike,Chattanooga,TN,37416,4/3/2024 18:29,TN0330100,C5,Charlie N,90Z,All Other Offenses,Part 2 Crimes,24-029634,2,Cleared by Arrest,35.086878999999996,,-85.182302,POINT (-85.182302 35.086879),5
4700 Jersey Pike,Chattanooga,TN,37416,4/3/2024 18:29,TN0330100,C5,Charlie N,90E,Drunkenness,Part 2 Crimes,24-029634,2,Cleared by Arrest,35.088165999999994,,-85.182555,POINT (-85.182555 35.088166),5
